BN/Registration Number,Designation code,Category code,Category,Sub-category code,Sub-Category,Legal name,Account name,Registration date,Language,Mailing address,City,Province,Postal code,Country,Contact Phone,Contact Email,Contact URL
847646619RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),STAND FOUNDATION,STAND FOUNDATION,2007-09-24 0:00,1,1500 - 409 GRANVILLE STREET,VANCOUVER,BC,V6C1T2,CA,(604)484-7855,INFO@STANDFOUNDATION.COM,WWW.STANDFOUNDATION.COM
847647617RR0001,C,100,Core Health Care,99,Other,BEACON OF HOPE FOR AFGHAN CHILDREN SOCIETY,Beacon of Hope for Afghan Children society,2009-09-10 0:00,1,41 - 16127 87 AVE,SURREY,BC,V4N6R3,CA,,,
847668050RR0001,C,1,Organizations Relieving Poverty,7,Orphanage,FAITH AND LOVE CHILDREN'S MINISTRY,Faith and Love Children's Ministry,2010-01-01 0:00,1,4519 222A ST,LANGLEY,BC,V2Z1B2,CA,(604)864-8877,,WWW.FLCM.CA
847834165RR0001,C,110,Supportive Health Care,99,Other,PROJECT HANDS SOCIETY,PROJECT HANDS SOCIETY,2006-08-30 0:00,1,PO BOX 543,LIONS BAY,BC,V0N2E0,CA,(604)921-8262,ANDREWWILTON1@HOTMAIL.COM,WWW.PROJECTHANDS.ORG
847900610RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),Imladris Foundation,Imladris Foundation,2007-08-23 0:00,1,203 - 815 HORNBY ST,VANCOUVER,BC,V6Z2E6,CA,(604)683-7006,,
847903044RR0001,C,1,Organizations Relieving Poverty,99,Other,MUSTARD SEED IN PRINCE GEORGE COMMUNITY SERVICE ORGANIZATIONSOCIETY,Mustard Seed in Prince George Community Service OrganizationSociety,2015-01-01 0:00,1,POST OFFICE BOX 741,PRINCE GEORGE,BC,V2L4T3,CA,(250)962-8534,MUSTARDSEEDINPG@GMAIL.COM,
848103735RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),OMAR AL-FAROOQ ISLAMIC FOUNDATION,Omar Al-Farooq Islamic Foundation,2012-10-22 0:00,1,1250 - 1500 GEORGIA ST W,VANCOUVER,BC,V6G2Z6,CA,,,
848128906RR0001,C,120,Protective Health Care,6,Operating a shelter,SAANICH INLET LIFEBOAT SOCIETY,Saanich Inlet Lifeboat Society,2014-07-07 0:00,1,POST OFFICE BOX 83,BRENTWOOD BAY,BC,V8M1R3,CA,(250)744-4284,TNT@PACIFICCOAST.NET,WWW.RCMSAR31.COM
848143442RR0001,C,160,Community Resource,99,Other,INDUSTRIAL AREAS FOUNDATION CANADA,Industrial Areas Foundation Canada,2013-04-01 0:00,1,PO BOX 20094 RPO FAIRVIEW,VANCOUVER,BC,V5Z0C1,CA,(604)441-8136,INFO@METVANALLIANCE.ORG,
848154928RR0001,B,1,Organizations Relieving Poverty,99,Other,THE STEVE NASH FOUNDATION,THE STEVE NASH FOUNDATION,2007-09-11 0:00,1,"1998 FERNDALE ROAD, NUMBER 4",VICTORIA,BC,V8N2Y6,CA,(907)274-0629,JENNY@STEVENASH.ORG,WWW.STEVENASH.ORG
848159265RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),ROSE OF SHARON FOUNDATION,Rose of Sharon Foundation,2009-08-21 0:00,1,100-504 COTTONWOOD AVE,COQUITLAM,BC,V3J2R5,CA,(604)939-8311,,
848171260RR0001,C,200,Public Amenities,6,Operating a shelter,DENMAN ISLAND MEMORIAL SOCIETY,Denman Island Memorial Society,2009-09-18 0:00,1,6400 DENMAN ROAD,DENMAN ISLAND,BC,V0R1T0,CA,(250)335-1786,DIMS@TELUS.NET,DINBC.CA
848283347RR0001,C,1,Organizations Relieving Poverty,99,Other,STARFISH MINISTRIES,STARFISH MINISTRIES,2006-02-10 0:00,1,5177 - 224TH STREET,LANGLEY,BC,V2Y2M5,CA,(604)835-6791,STARFISHMINISTRIES@TELUS.NET,
848320339RR0001,C,110,Supportive Health Care,99,Other,NOAH LOGAN SOCIETY FOR THE ADVANCEMENT OF AFRICAN WOMEN AND CHILDREN,Noah Logan Society for the Advancement of African Women and Children,2015-01-01 0:00,1,22-5156 CORDOVA BAY ROAD,VICTORIA,BC,V8Y2X6,CA,(250)884-8306,NOAHLOGANSOCIETY@YAHOO.CA,
848354056RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",CURES FOR KIDS FOUNDATION,Cures for Kids Foundation,2010-10-22 0:00,1,4960 DUNCLIFFE ROAD,RICHMOND BCCAV7E3N1,BC,V7E3N1,CA,,,
848383659RR0001,C,160,Community Resource,4,Operating a food bank,SALT SPRING ISLAND FARMLAND TRUST SOCIETY,Salt Spring Island Farmland Trust Society,2011-01-01 0:00,1,PO BOX 738 STN GANGES,SALT SPRING ISLAND,BC,V8K2W3,CA,(250)537-4282,CHAIR@SSIFARMLANDTRUST.ORG,SSIFARMLANDTRUST.ORG
848431235RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),JSM CHARITABLE TRUST,JSM Charitable Trust,2013-06-24 0:00,1,1859 OCEAN PARK ROAD,SURREY,BC,V4A3M2,CA,,,
848475687RR0001,C,1,Organizations Relieving Poverty,99,Other,HOME FOR EVERY CHILD ADOPTION SOCIETY,Home for Every Child Adoption Society,2011-07-27 0:00,1,203 - 815 HORNBY ST,VANCOUVER,BC,V6Z2E6,CA,,,
848477089RR0001,C,160,Community Resource,99,Other,POWELL RIVER DIVERSITY INITIATIVE SOCIETY,Powell River Diversity Initiative Society,2012-09-24 0:00,1,103-4511 MARINE AVENUE,POWELL RIVER,BC,V8A2K5,CA,(604)485-2004,EVAMARIA@PREPSOCIETY.ORG,
848485595RR0001,C,200,Public Amenities,99,Other,LASQUETI ISLAND NATURE CONSERVANCY,Lasqueti Island Nature Conservancy,2012-07-10 0:00,1,"11 MAIN ROAD, GENERAL DELIVERY",LASQUETI ISLAND,BC,V0R2J0,CA,(250)333-8754,LINC@LASQUETI.CA,LASQUETI.CA/LINC
848508529RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),ECCLESIASTES FOUNDATION,ECCLESIASTES FOUNDATION,2006-07-11 0:00,1,203 - 815 HORNBY ST,VANCOUVER,BC,V6Z2E6,CA,(604)683-7006,,
848764684RR0001,C,110,Supportive Health Care,99,Other,LUMARA GRIEF AND BEREAVEMENT CARE SOCIETY,LUMARA GRIEF AND BEREAVEMENT CARE SOCIETY,2011-08-26 0:00,1,145 EAST COLUMBIA STREET,NEW WESTMINSTER,BC,V3L3W2,CA,(604)553-4663,INFO@CAMPKERRY.ORG,CAMPKERRY.ORG
848770780RR0001,C,1,Organizations Relieving Poverty,13,Providing material assistance (clothing / computers / equipment),PUCKS POWERPLAY FOUNDATION,PUCKS POWERPLAY FOUNDATION,2008-07-22 0:00,1,9492 205B STREET,LANGLEY,BC,V1M1H9,CA,,,
848801189RR0001,C,110,Supportive Health Care,99,Other,NEPAL HOUSE SOCIETY,NEPAL HOUSE SOCIETY,2008-12-03 0:00,1,7711 147A ST,SURREY,BC,V3S8Z4,CA,(604)722-7545,MARTYB@TELUS.NET,WWW.NEPALHOUSESOCIETY.ORG
848868386RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),R & M EYNHALLOW FOUNDATION,R & M Eynhallow Foundation,2007-05-08 0:00,1,203-815 HORNBY STREET,VANCOUVER,BC,V6Z2E6,CA,,,
848979944RR0001,C,120,Protective Health Care,3,Medical services not otherwise covered by basic health care (dental / optometry / counselling),WEST CRESTON FIRE PROTECTION SOCIETY,WEST CRESTON FIRE PROTECTION SOCIETY,2004-11-15 0:00,1,1348 WEST CRESTON ROAD,WEST CRESTON,BC,V0B1G7,CA,(250)428-8841,WESTCRESTONFIRE@GMAIL.COM,WWW.WESTCRESTONFIRES.INFO
849055280RR0001,B,200,Public Amenities,99,Other,INNER CITY SPORTS FOR KIDS SOCIETY,Inner City Sports for Kids Society,2013-07-06 0:00,1,2401-1188 QUEBEC ST,VANCOUVER,BC,V6A4B3,CA,,,
849072392RR0001,C,1,Organizations Relieving Poverty,99,Other,FINEDAY TRANSITION HOUSE SOCIETY,Fineday Transition House Society,2009-04-01 0:00,1,1906 WEST 15TH AVENUE,VANCOUVER,BC,V5J2L3,CA,,,
849085196RR0001,C,100,Core Health Care,4,Operating a food bank,VANCOUVER ISLAND MULTIPLE MYELOMA SUPPORT GROUP SOCIETY,Vancouver Island Multiple Myeloma Support Group Society,2007-08-27 0:00,1,10910 DEEP COVE ROAD,NORTH SAANICH,BC,V8L5P9,CA,(250)818-8426,D2_DICKINSON@SHAW.CA,WWW.MYELOMAVANCOUVERISLAND.CA
849145297RR0001,C,1,Organizations Relieving Poverty,99,Other,WORLD MISSIONARY EVANGELISM CANADA,World Missionary Evangelism Canada,2012-05-10 0:00,1,POST OFFICE BOX 6088,FORT ST. JOHN,BC,V1J1Y6,CA,,,
849269485RR0001,C,1,Organizations Relieving Poverty,99,Other,CHILD OF MINE SOCIETY,Child of Mine Society,2015-08-26 0:00,1,PO BOX 23064 RPO PLAZA,KELOWNA,BC,V1X7K7,CA,(250)470-9124,INFO@CHILDOFMINE.CA,WWW.CHILDOFMINE.CA
849309935RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),THE HARVEY AND JODY DALES FAMILY PHILANTHROPIC FOUNDATION,The Harvey and Jody Dales Family Philanthropic Foundation,2012-08-22 0:00,1,508-1001 WEST BROADWAY,VANCOUVER,BC,V6H4B1,CA,,,
849346382RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),RILEY FOUNDATION,Riley Foundation,2007-03-07 0:00,1,2871 POINT GREY RD,VANCOUVER,BC,V6K1A7,CA,(604)739-9928,,
849348271RR0001,B,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",ISABEL SIMPSON HOSPITAL TRUST,ISABEL SIMPSON HOSPITAL TRUST,2004-09-17 0:00,1,"(THE CANADA TRUST CO.), PO BOX 10085",VANCOUVER,BC,V7Y1B6,CA,,,
849399282RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),MOSAM CHARITABLE FOUNDATION,Mosam Charitable Foundation,2012-06-13 0:00,1,610 - 700 PENDER ST W,VANCOUVER,BC,V6C1G8,CA,,,
849409578RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),PHILANTHROPIC LEADERSHIP FOUNDATION,Philanthropic Leadership Foundation,2013-09-25 0:00,1,"1250-1500 WEST GEORGIA STREET, POST OFFICE BOX 62",VANCOUVER,BC,V6G2Z6,CA,(604)683-7006,,
849483474RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),WAI-ON FOUNDATION,WAI-ON FOUNDATION,2005-11-09 0:00,1,"BOX 62, 1250-1500 WEST GEORGIA STREET",VANCOUVER,BC,V6G2Z6,CA,(604)683-7006,,
849497078RR0001,C,1,Organizations Relieving Poverty,99,Other,DEVELOPING WORLD CONNECTIONS SOCIETY,DEVELOPING WORLD CONNECTIONS SOCIETY,2005-07-29 0:00,1,220-141 VICTORIA S,KAMLOOPS,BC,V2C1Z5,CA,(250)434-2524,INFO@DEVELOPINGWORLDCONNECTIONS.ORG,WWW.DEVELOPINGWORLDCONNECTIONS.ORG
849500277RR0001,C,1,Organizations Relieving Poverty,13,Providing material assistance (clothing / computers / equipment),HOPE HAVEN CANADA MINISTRIES,HOPE HAVEN CANADA MINISTRIES,2005-07-01 0:00,1,18362 - 94TH STREET,SURREY,BC,V4N4A6,CA,(604)882-1412,HOPEHAVENCANADA@HOTMAIL.COM,HOPEHAVENINTERNATIONALORG./HOPE HAVEN MINISTRIES - HAVEN IN
849508478RR0001,C,200,Public Amenities,99,Other,BIODIVERSITY CENTRE FOR WILDLIFE STUDIES,BIODIVERSITY CENTRE FOR WILDLIFE STUDIES,2005-04-01 0:00,1,"PO BOX 55053, 3825 CADBORO BAY ROAD",VICTORIA,BC,V8N6L8,CA,(250)477-0465,BCFWS@SHAW.CA,WWW.WILDLIFEBC.ORG
849571484RR0001,C,1,Organizations Relieving Poverty,13,Providing material assistance (clothing / computers / equipment),VICTORIA DANDELION SOCIETY,Victoria Dandelion Society,2012-10-04 0:00,1,"709 YATES ST, PO BOX 8648",VICTORIA,BC,V8W3S2,CA,(250)382-6256,,HOPELIVEShere.CA
849662887RR0001,C,110,Supportive Health Care,99,Other,THE TEKERA FOUNDATION,The Tekera Foundation,2018-10-18 0:00,1,5730 SHERWOOD BOULEVARD,DELTA,BC,V4L2C6,CA,,,
849668090RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),THE WOLVERTON FAMILY FOUNDATION,The Wolverton Family Foundation,2008-07-24 0:00,1,"PO BOX 48266, STN BENTALL CENTRE",VANCOUVER,BC,V7X1A1,CA,,,
849836499RR0001,C,1,Organizations Relieving Poverty,99,Other,CANADA COMFORTS SOCIETY,Canada Comforts Society,2008-10-08 0:00,1,120 - 1991 KALTASIN RD,SOOKE,BC,V9Z0B7,CA,(250)642-4354,CANADACOMFORTS@SHAW.CA,
849847082RR0001,C,1,Organizations Relieving Poverty,99,Other,CHILLIWACK BOWLS OF HOPE SOCIETY,Chilliwack Bowls of Hope Society,2013-04-01 0:00,1,1011 - 46361 YALE RD,CHILLIWACK,BC,V2P2P8,CA,(604)997-8861,ADMIN@CHILLIWACKBOWLSOFHOPE.COM,WWW.CHILLIWACKBOWLSOFHOPE.COM
849863113RR0001,C,1,Organizations Relieving Poverty,9,Providing low-cost housing,DEMEZEY MEMORIAL ABBEYFIELD LEGACY SOCIETY,Demezey Memorial Abbeyfield Legacy Society,2010-09-01 0:00,1,2980 SEAVIEW RD,VICTORIA,BC,V8N1L1,CA,(250)721-2636,CLIFFBANCROFT@SHAW.CA,
849875489RR0001,C,1,Organizations Relieving Poverty,13,Providing material assistance (clothing / computers / equipment),HELPING POINT CANADA SOCIETY,Helping Point Canada Society,2012-11-09 0:00,1,"1424 COMMERCIAL DRIVE, PO BOX 21653",VANCOUVER,BC,V5L3X9,CA,(604)864-8877,ADMIN@HELPINGPOINT.ORG,WWW.HELPINGPOINT.ORG
849903232RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),GRAHAM & DARLENE CAMERON CHARITABLE TRUST,Graham & Darlene Cameron Charitable Trust,2013-06-18 0:00,1,2002-15152 RUSSELL AVENUE,WHITE ROCK,BC,V4B0A3,CA,(604)696-3194,GTCAMERON@TELUS.NET,
849918685RR0001,C,100,Core Health Care,14,Providing work related clothing / career development tools / work integration (resume writing / interview tips),THE VICTORIA STROKE RECOVERY ASSOCIATION,The Victoria Stroke Recovery Association,2015-11-27 0:00,1,1211 CLEARWATER PL,VICTORIA,BC,V9B0J2,CA,,,
849962568RR0001,C,1,Organizations Relieving Poverty,13,Providing material assistance (clothing / computers / equipment),Sondela Society,Sondela Society,2006-07-26 0:00,1,203 - 815 HORNBY ST,VANCOUVER,BC,V6Z2E6,CA,(613)407-4324,INFO@UNDERTHEREADINGTREE.ORG,
850040775RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),HERITAGE CHARITABLE FOUNDATION,Heritage Charitable Foundation,2013-09-12 0:00,1,104 - 1675 HARWOOD ST,VANCOUVER,BC,V6G1Y1,CA,(604)683-7006,,
850048976RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),PACIFIC SPINE RESEARCH & EDUCATION FOUNDATION,Pacific Spine Research & Education Foundation,2013-09-17 0:00,1,203 - 815 HORNBY ST,VANCOUVER,BC,V6Z2E6,CA,(604)683-7006,,
850115320RR0001,C,1,Organizations Relieving Poverty,13,Providing material assistance (clothing / computers / equipment),OASIS SOCIETY FOR THE SPIRITUAL HEALTH OF VICTORIA,OASIS SOCIETY FOR THE SPIRITUAL HEALTH OF VICTORIA,2008-01-31 0:00,1,1004 NORTH PARK ST,VICTORIA,BC,V8T1C6,CA,,,
850160888RR0001,B,100,Core Health Care,14,Providing work related clothing / career development tools / work integration (resume writing / interview tips),CHASING ZEBRA SOCIETY,Chasing Zebra Society,2013-01-01 0:00,1,9460 SYMS ROAD,PRINCE GEORGE,BC,V2K5J2,CA,(250)962-9460,,
850171000RR0001,C,1,Organizations Relieving Poverty,99,Other,CARING HANDS SOCIETY( CANADA),Caring Hands Society (Canada),2010-08-03 0:00,1,SUITE 470-1090 HOMER STREET,VANCOUVER,BC,V6B2W9,CA,(604)398-3585,,
850178484RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),GLOBAL GIVE SOCIETY,Global Give Society,2013-12-13 0:00,1,#414-10186 155 STREET,SURREY,BC,V3R0R6,CA,(778)984-3751,JINPILC@HOTMAIL.COM,
850189887RR0001,C,1,Organizations Relieving Poverty,99,Other,REFORMED INTERNATIONAL MISSIONS (RIM) SOCIETY CANADA,Reformed International Missions (RIM) Society Canada,2012-04-27 0:00,1,3602 - 10 STREET,VERNON,BC,V1T6S9,CA,(250)308-6522,DAWSONPAULROBERTS@YAHOO.CA,WWW.JTWMINISTRIES.ORG
850196361RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),SOSKIN/SOFINE FOUNDATION,The Soskin/SoFine Foundation,2006-07-04 0:00,1,802-181 ATHLETES WAY,VANCOUVER,BC,V5Y0E5,CA,(604)263-1151,,
850241043RR0001,C,100,Core Health Care,7,Orphanage,HOSPICE SOCIETY OF NORTH KOOTENAY LAKE,Hospice Society of North Kootenay Lake,2013-06-25 0:00,1,POST OFFICE BOX 801,KASLO,BC,V0G1M0,CA,(250)353-2299,HOSPICE@KASLO.ORG,WWW.HSNKL.ORG
850298662RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),DAVID CHARITABLE TRUST,David Charitable Trust,2009-10-23 0:00,1,4551 MARKHAM ST,VICTORIA,BC,V8Z5N3,CA,(403)697-6962,,
850340969RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),THE PETER YOUNG FOUNDATION,THE PETER YOUNG FOUNDATION,2006-07-28 0:00,1,1701 - 1166 ALBERNI ST,VANCOUVER,BC,V6E3Z3,CA,(604)688-4885,,
850341793RR0001,C,1,Organizations Relieving Poverty,99,Other,WALLS & WELLS WORLD WIDE SOCIETY,Walls & Wells World Wide Society,2012-10-11 0:00,1,PO BOX 1703,FORT NELSON,BC,V0C1R0,CA,,,
850418682RR0001,C,1,Organizations Relieving Poverty,9,Providing low-cost housing,OLIVER KIWANIS SENIOR CITIZENS' HOUSING SOCIETY,Oliver Kiwanis Senior Citizens Housing Society,2018-04-23 0:00,1,PO BOX 1466,OLIVER,BC,V0H1T0,CA,,,
850425174RR0001,A,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty","THE KENNEDY FOUNDATION FOR CANCER, IMMUNOLOGY AND DEGENERATIVE DISEASES","The Kennedy Foundation for Cancer, Immunology and Degenerative Diseases",2016-11-01 0:00,1,PO BOX 371,LIONS BAY,BC,V0N2E0,CA,(604)616-7656,CONNECT@THEKENNEDYFOUNDATION.ORG,WWW.THEKENNEDYFOUNDATION.ORG
850428525RR0001,C,1,Organizations Relieving Poverty,7,Orphanage,THE WANTED CHILDREN FOUNDATION,The Wanted Children Foundation,2007-04-20 0:00,1,PO BOX 1035 RPO VEDDER,CHILLIWACK,BC,V2R3N7,CA,(604)792-9292,info@thewantedchildren.com,www.thewantedchildren.com
850431727RR0001,C,100,Core Health Care,14,Providing work related clothing / career development tools / work integration (resume writing / interview tips),PADDLING FOR LIFE SOCIETY,Paddling for Life Society,2009-04-24 0:00,1,15 - 4020 SATURNA AVE,POWELL RIVER,BC,V8A5T4,CA,(604)483-2076,,
850442328RR0001,B,210,Foundations,1,"Facilitator organization supporting, improving, and enhancing the work of groups involved in the relief of poverty",THE CHARITREE FOUNDATION,THE CHARITREE FOUNDATION,2007-07-07 0:00,1,961 VILLAGE DRIVE,BOWEN ISLAND,BC,V0N1G1,CA,(604)947-6803,INFO@CHARITREE-FOUNDATION.ORG,CHARITREE-FOUNDATION.ORG
850452087RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),THE CANADA GIVES HOPE FOUNDATION,THE CANADA GIVES HOPE FOUNDATION,2011-07-06 0:00,1,7750 GOVERNMENT ROAD,BURNABY,BC,V5A2C8,CA,,,
850474487RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),OAK BAY FIRE FIGHTERS CHARITABLE FOUNDATION,Oak Bay Fire Fighters Charitable Foundation,2012-07-31 0:00,1,1703 MONTEREY AVE,VICTORIA,BC,V8R5V6,CA,(250)592-3447,,
850476920RR0001,C,200,Public Amenities,7,Orphanage,BEAVERDELL COMMUNITY CLUB AND RECREATION COMMISION,BEAVERDELL COMMUNITY CLUB AND RECREATION COMMISSION,2007-01-01 0:00,1,"5841 HWY 33, P.O. BOX 114",BEAVERDELL,BC,V0H1A0,CA,(250)484-5623,,
850482795RR0001,C,1,Organizations Relieving Poverty,99,Other,CANADIAN FRIENDS OF FUNDAMAYA ASSOCIATION,Canadian Friends of Fundamaya Association,2008-11-07 0:00,1,4032 COAST MERIDIAN RD,PORT COQUITLAM,BC,V3B3P4,CA,(250)228-0171,INFO@MAYANFAMILIESCANADA.CA,www.fundamayacanada.ca
850550195RR0001,C,1,Organizations Relieving Poverty,99,Other,DR. NJENGA FOUNDATION CHARITY,Dr. Njenga Foundation Charity,2010-09-29 0:00,1,5841 - 138 STREET,SURREY,BC,V3X0C9,CA,(604)593-5447,PNJENGA@DRNJENGAFOUNDATION.ORG,WWW.DRNJENGAFOUNDATION.ORG
850679481RR0001,C,1,Organizations Relieving Poverty,99,Other,COMMUNITY FUND OF FAITH,Community Fund of Faith,2011-08-16 0:00,1,4951 12TH AVENUE,DELTA,BC,V4M2A5,CA,,,
850680380RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),GLOBAL AGENTS FOR CHANGE FOUNDATION,Global Agents for Change Foundation,2007-04-27 0:00,1,3446 EUCLID AVE,VANCOUVER,BC,V5R5G4,CA,(213)705-7028,CONTACTGERARDHERMANDEZ@GMAIL.COM,
850689183RR0001,C,1,Organizations Relieving Poverty,99,Other,GLOBAL AGENTS FOR CHANGE,GLOBAL AGENTS FOR CHANGE,2009-02-26 0:00,1,"PO BOX 2947, VANCOUVER MAIN",VANCOUVER,BC,V6B3X4,CA,(213)705-7028,CONTACTGERARDHERMANDEZ@GMAIL.COM,
850716515RR0001,C,110,Supportive Health Care,99,Other,GLOBAL KINDNESS FOUNDATION,Global Kindness Foundation,2010-08-25 0:00,1,205 - 11780 HAMMERSMITH WAY,RICHMOND,BC,V7A5E9,CA,(604)961-6665,GLOBALKINDNESSFOUNDATION@GMAIL.COM,
850757386RR0001,C,100,Core Health Care,13,Providing material assistance (clothing / computers / equipment),THE REALISTIC SUCCESS RECOVERY SOCIETY,The Realistic Success Recovery Society,2008-04-08 0:00,1,19-8289 121A ST,SURREY,BC,V3W1G6,CA,(778)836-6504,SUSANR99@SHAW.CA,WWW.THERECOVERYSOCIETY
850798448RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),THE TRH FOUNDATION,The TRH Foundation,2012-06-28 0:00,1,1122 KILMER RD,NORTH VANCOUVER,BC,V7K1R1,CA,(604)499-1257,TOMHIGGINS999@GMAIL.COM,
850851502RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),J C FROESE FOUNDATION,J C Froese Foundation,2011-09-20 0:00,1,1250-1500 GEORGIA ST W,VANCOUVER,BC,V6G2Z6,CA,(780)953-6291,,
850897471RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),THE MORLEY GREENE FAMILY FOUNDATION,THE MORLEY GREENE FAMILY FOUNDATION,2005-01-01 0:00,1,"SUITE 1550 - 1185 WEST GEORGIA, STREET",VANCOUVER,BC,V6E4C6,CA,,,
850927237RR0001,C,160,Community Resource,99,Other,CLIMB AND CONQUER SOCIETY CANADA,Climb and Conquer Society Canada,2014-06-17 0:00,1,2-3180 ASH STREET,VANCOUVER,BC,V5Z3C9,CA,(778)928-9550,ADMIN@CLIMBNCONQUER.CA,WWW.CLIMBNCONQUER.CA
851020602RR0001,C,200,Public Amenities,99,Other,LAND OF MAQUINNA CULTURAL SOCIETY,Land of Maquinna Cultural Society,2010-09-10 0:00,1,100 OUWATIN ROAD,TSAXANA GOLD RIVER,BC,V0P1G0,CA,(250)283-2594,MARGARITAJAMES.MYFOR@GMAIL.COM,WWW.LANDOFMAQUINNA.COM
851184994RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),PACIFIC ANIMAL WELFARE SOCIETY,PACIFIC ANIMAL WELFARE SOCIETY,2008-07-21 0:00,1,330 E. 23RD STREET,NORTH VANCOUVER,BC,V7L3E5,CA,,,
851194571RR0001,B,160,Community Resource,99,Other,XAXE TENEW SACRED LAND SOCIETY,XAXE TENEW SACRED LAND SOCIETY,2007-07-01 0:00,1,"22 LATESS ROAD, PO BOX 31",BRENTWOOD BAY,BC,V8M1R3,CA,(250)652-4529,CHARLESWELLIOTT@SHAW.CA,WWW.XAXETENEW.ORG
851226498RR0001,C,120,Protective Health Care,2,Humanitarian assistance (outside of Canada),CMAT CANADIAN MEDICAL ASSISTANCE TEAMS,CMAT Canadian Medical Assistance Teams,2008-06-16 0:00,1,A - 2644 STEELE CRES,COURTENAY,BC,V9N0C8,CA,(416)315-0290,TREASURER@CANADIANMEDICALTEAMS.ORG,WWW.CANADIANMEDICALTEAMS.ORG
851253930RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),MCGREGOR YOUNG FOUNDATION,McGregor Young Foundation,2012-10-02 0:00,1,4032 PALMETTO PL,VICTORIA,BC,V8N1Y2,CA,(778)265-0211,JYOUNGVIC@GMAIL.COM,
851337659RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),THE MERRIFIELD FAMILY FOUNDATION,The Merrifield Family Foundation,2010-02-01 0:00,1,"9-3151 LAKESHORE RD, SUITE 406",KELOWNA,BC,V1W3S9,CA,,,
851423434RR0001,C,110,Supportive Health Care,99,Other,CHILDHOOD OBESITY FOUNDATION (COF),CHILDHOOD OBESITY FOUNDATION (COF),2005-08-25 0:00,1,771A-2635 LAUREL ST,VANCOUVER,BC,V5Z1M9,CA,(604)251-2229,JENNIFER@CHILDHOODOBESITYFOUNDATION.CA,CHILDHOODOBESITYFOUNDATION.CA
851449082RR0001,C,120,Protective Health Care,6,Operating a shelter,PORT MCNEILL MARINE RESCUE SOCIETY,Port McNeill Marine Rescue Society,2011-07-26 0:00,1,POST OFFICE BOX 970,PORT MCNEILL,BC,V0N2R0,CA,,,
851450346RR0001,C,1,Organizations Relieving Poverty,13,Providing material assistance (clothing / computers / equipment),COOL ARTS SOCIETY,COOL ARTS SOCIETY,2005-06-21 0:00,1,201 - 421 CAWSTON AVE,KELOWNA,BC,V1Y6Z1,CA,(250)899-6381,INFO@COOLARTS.CA,WWW.COOLARTS.CA
851473116RR0001,A,210,Foundations,2,Humanitarian assistance (outside of Canada),A LIFE WELL LIVED FOUNDATION,A Life Well Lived Foundation,2010-09-21 0:00,1,203 - 815 HORNBY ST,VANCOUVER,BC,V6Z2E6,CA,(780)953-6291,,
851499087RR0001,C,120,Protective Health Care,3,Medical services not otherwise covered by basic health care (dental / optometry / counselling),ERRIS VOLUNTEER FIRE ASSOCIATION,The Erris Volunteer Fire Association,2012-05-17 0:00,1,"RURAL ROUTE #1, SITE 17, COMP 1",PRINCETON,BC,V0X1W0,CA,(250)295-3062,INFO@EVFA.CA,
851559369RR0001,B,210,Foundations,2,Humanitarian assistance (outside of Canada),MARY AND GORDON CHRISTOPHER FOUNDATION,MARY AND GORDON CHRISTOPHER FOUNDATION,2006-08-31 0:00,1,850 - 1040 GEORGIA ST W,VANCOUVER,BC,V6E4H1,CA,,,
